refseq_mrna,entrezgene,uniprot_gn,external_gene_name
18336,NM_001310757,74673,B9EIX3,Spdye4a
18337,NM_001310757,74673,Q5IBH6,Spdye4a
18338,NM_001310758,22249,Q9Z1N9,Unc13b
18339,NM_001310759,319601,Q6YND2,Zfp653
18340,NM_001310760,23966,,Tenm4
18341,NM_001310761,67026,A0A0J9YU08,Thap4
18342,NM_001310761,67026,Q6P3Z3,Thap4
18343,NM_001310762,23966,,Tenm4
18344,NM_001310763,75860,Q0VB26,Tex26
18345,NM_001310764,75860,Q0VB26,Tex26
18346,NM_001310765,75860,Q0VB26,Tex26
18347,NM_001310766,76898,Q9CW73,B3gat1
18348,NM_001310767,98314,Q8CIM3,D2hgdh
18349,NM_001310768,244757,A0A0R4J0L1,Glb1l2
18350,NM_001310768,244757,Q8BZW3,Glb1l2
18351,NM_001310769,241159,Q8BZL1,Neu4
18352,NM_001310769,241159,C5NTX9,Neu4
18353,NM_001310770,231889,Q6PGH1,Bud31
18354,NM_001310771,231889,Q6PGH1,Bud31
18355,NM_001310772,66729,Q9CQM6,Ankrd61
18356,NM_001310773,252876,Q8K259,Gin1
18357,NM_001310774,211147,Q8CBH7,March11
18358,NM_001310837,16651,Q3TRE0,Sspn
18359,NM_001310839,235315,Q8BFU3,Rnf214
18360,NM_001310840,235315,Q8BFU3,Rnf214
18361,NM_001310841,54725,Q8R5M8,Cadm1
18362,NM_001310841,54725,E9PYN1,Cadm1
18363,NM_001311060,21333,Q149W7,Tac1
18364,NM_001311060,21333,B7ZMQ2,Tac1
18365,NM_001311060,21333,P41539,Tac1
18366,NM_001311061,71777,Q8VEK6,Ing3
18367,NM_001311062,18113,O55239,Nnmt
18368,NM_001311063,75444,,1700011I03Rik
18369,NM_001311064,19283,B2RXS8,Ptprz1
18370,NM_001311064,19283,B9EKR1,Ptprz1
18371,NM_001311065,17967,,Ncam1
18372,NM_001311066,12916,P27699,Crem
18373,NM_001311066,12916,Q3TTH6,Crem
18374,NM_001311066,12916,Q9CQ87,Crem
18375,NM_001311067,12916,P27699,Crem
18376,NM_001311067,12916,Q3TTH6,Crem
18377,NM_001311067,12916,Q9CQ87,Crem
18378,NM_001311068,68202,Q9CPP6,Ndufa5
18379,NM_001311068,68202,D3YTQ8,Ndufa5
18380,NM_001311069,330938,Q80Y83,Dixdc1
18381,NM_001311070,17126,Q62432,Smad2
18382,NM_001311071,17191,Q9Z2E1,Mbd2
18383,NM_001311072,14823,B7ZMR4,Grm8
18384,NM_001311072,14823,P47743,Grm8
18385,NM_001311072,14823,Q05BD6,Grm8
18386,NM_001311073,68721,,1110032A03Rik
18387,NM_001311074,68794,Q8VHX6,Flnc
18388,NM_001311076,235402,A9DA50,Lingo1
18389,NM_001311076,235402,Q9D1T0,Lingo1
18390,NM_001311077,319229,Q5FWI2,Sctr
18391,NM_001311083,27056,Q3U169,Irf5
18392,NM_001311083,27056,P56477,Irf5
18393,NM_001311085,382077,,Ccdc33
18394,NM_001311086,232679,Q80YV2,Zc3hc1
18395,NM_001311087,76788,Q6PAR0,Klhdc10
18396,NM_001311088,18854,Q60953,Pml
18397,NM_001311088,18854,A0A068EW80,Pml
18398,NM_001311089,72585,Q8BLC3,Lypd1
18399,NM_001311090,72585,Q8BLC3,Lypd1
18400,NM_001311091,58181,Q2NKI0,Il20
18401,NM_001311091,58181,Q9JKV9,Il20
18402,NM_001311091,58181,Q2THG5,Il20
18403,NM_001311092,76183,Q7TN33,Celf6
18404,NM_001311093,72649,Q8C214,Tmem209
18405,NM_001311093,72649,Q8BRG8,Tmem209
18406,NM_001311094,54354,Q5EBH1,Rassf5
18407,NM_001311095,102747,G5E8R5,Lrrc49
18408,NM_001311096,226421,D3Z4X4,Rab7b
18409,NM_001311096,226421,Q8VEA8,Rab7b
18410,NM_001311096,226421,J9UUF7,Rab7b
18411,NM_001311097,20358,O35464,Sema6a
18412,NM_001311098,78250,Q9D2K4,Iqch
18413,NM_001311098,78250,B2RUB3,Iqch
18414,NM_001311098,78250,B7ZNG8,Iqch
18415,NM_001311099,192196,Q7TNC4,Luc7l2
18416,NM_001311099,192196,Q05CX5,Luc7l2
18417,NM_001311100,192196,Q7TNC4,Luc7l2
18418,NM_001311100,192196,Q05CX5,Luc7l2
18419,NM_001311101,67941,D3YYB0,Rps27l
18420,NM_001311101,67941,Q6ZWY3,Rps27l
18421,NM_001311102,213409,Q14C37,Lemd1
18422,NM_001311102,213409,A0A087WQH1,Lemd1
18423,NM_001311102,213409,A0A087WR04,Lemd1
18424,NM_001311103,213409,Q14C37,Lemd1
18425,NM_001311103,213409,A0A087WQH1,Lemd1
18426,NM_001311103,213409,A0A087WR04,Lemd1
18427,NM_001311104,213409,Q14C37,Lemd1
18428,NM_001311104,213409,A0A087WQH1,Lemd1
18429,NM_001311104,213409,A0A087WR04,Lemd1
18430,NM_001311105,235469,V9GXP2,Zfp280d
18431,NM_001311105,235469,Q8R2V6,Zfp280d
18432,NM_001311105,235469,Q68FE8,Zfp280d
18433,NM_001311106,66991,Q9CWU5,Khdc3
18434,NM_001311107,68875,Q3TZY4,Tmcc2
18435,NM_001311107,68875,Q3T9T1,Tmcc2
18436,NM_001311107,68875,Q80W04,Tmcc2
18437,NM_001311108,68875,Q3TZY4,Tmcc2
18438,NM_001311108,68875,Q3T9T1,Tmcc2
18439,NM_001311108,68875,Q80W04,Tmcc2
18440,NM_001311109,54484,Q8C5V4,Mkrn1
18441,NM_001311109,54484,Q99LD7,Mkrn1
18442,NM_001311109,54484,Q8C5B6,Mkrn1
18443,NM_001311110,215351,Q6P7W0,Senp6
18444,NM_001311111,29807,Q9R0M5,Tpk1
18445,NM_001311112,57895,Q8BIS8,Ccdc126
18446,NM_001311113,56403,Q7TMK9,Syncrip
18447,NM_001311114,64335,,Svs3a
18448,NM_001311115,108153,Q68SA9,Adamts7
18449,NM_001311116,67136,Q8R179,Kbtbd4
18450,NM_001311117,217980,Q6A0A2,Larp4b
18451,NM_001311118,15394,B9EHK7,Hoxa1
18452,NM_001311120,17686,,Msh3
18453,NM_001311121,54326,Q9JLJ4,Elovl2
18454,NM_001311121,54326,A0A0R4J1P7,Elovl2
18455,NM_001311121,54326,Q543J1,Elovl2
18456,NM_001311122,68732,Q6EDY6,Carmil1
18457,NM_001311123,22063,B2RPS7,Trpc1
18458,NM_001311123,22063,B7ZMP6,Trpc1
18459,NM_001311124,319586,,Celf5
18460,NM_001311125,74188,Q8CFH0,Prl8a8
18461,NM_001311125,74188,Q9DAS4,Prl8a8
18462,NM_001311125,74188,A0A0M6L0I6,Prl8a8
18463,NM_001311126,319586,,Celf5
18464,NM_001311127,319586,,Celf5
18465,NM_001311128,107448,Q8K1S4,Unc5a
18466,NM_001311129,107849,Q9JLV9,Prl2c5
18467,NM_001311130,24127,,Xrn1
18468,NM_001311131,66589,Q569Y6,Ube2v1
18469,NM_001311131,66589,Q9CZY3,Ube2v1
18470,NM_001311132,116852,Q8VC77,Akr1c20
18471,NM_001311132,116852,Q9CZU0,Akr1c20
18472,NM_001311133,69993,Q80XD1,Chn2
18473,NM_001311133,69993,Q3V2R3,Chn2
18474,NM_001311133,69993,Q3TVA5,Chn2
18475,NM_001311134,69993,Q80XD1,Chn2
18476,NM_001311134,69993,Q3V2R3,Chn2
18477,NM_001311134,69993,Q3TVA5,Chn2
18478,NM_001311135,19823,Q9WTZ1,Rnf7
18479,NM_001311136,240756,Q8BZM0,Klhl12
18480,NM_001311137,218271,Q8R087,B4galt7
18481,NM_001311137,218271,Q3TAW1,B4galt7
18482,NM_001311138,67326,Q6IR22,1700037H04Rik
18483,NM_001311139,19347,Q6PAL8,Dennd5a
18484,NM_001311140,171543,,Bmf
18485,NM_001311141,16162,P97378,Il12rb2
18486,NM_001311142,72507,Q499E4,Dzip1l
18487,NM_001311142,72507,B2RR42,Dzip1l
18488,NM_001311143,74204,Q924Z6,Xpo6
18489,NM_001311144,228356,,1110051M20Rik
18490,NM_001311145,79202,Q78QS6,Tnfrsf22
18491,NM_001311145,79202,Q9ER62,Tnfrsf22
18492,NM_001311146,66589,Q569Y6,Ube2v1
18493,NM_001311146,66589,Q9CZY3,Ube2v1
18494,NM_001311147,228602,Q3V0A7,4930402H24Rik
18495,NM_001311148,59125,Q9ES74,Nek7
18496,NM_001311148,59125,Q3TN15,Nek7
18497,NM_001311149,66904,Q99MN9,Pccb
18498,NM_001311150,235587,Q3ULW8,Parp3
18499,NM_001311150,235587,Q8CFB8,Parp3
18500,NM_001311151,20350,O88632,Sema3f
18501,NM_001311152,84585,Q05CH9,Rnf123
18502,NM_001311152,84585,Q5XPI3,Rnf123
18503,NM_001311156,102791,A0A0A6YXI4,Tcta
18504,NM_001311156,102791,Q8VEA7,Tcta
18505,NM_001311157,22258,A0A0A6YW28,Usp4
18506,NM_001311157,22258,P35123,Usp4
18507,NM_001311159,50757,Q8C2Y5,Fbxw14
18508,NM_001311159,50757,Q4FZL9,Fbxw14
18509,NM_001311161,320360,Q8BPM6,Ric3
18510,NM_001311163,17758,Q78TF3,Map4
18511,NM_001311163,17758,P27546,Map4
18512,NM_001311164,17758,Q78TF3,Map4
18513,NM_001311164,17758,P27546,Map4
18514,NM_001311165,66967,Q2HXL6,Edem3
18515,NM_001311165,66967,B7ZNP0,Edem3
18516,NM_001311166,66967,Q2HXL6,Edem3
18517,NM_001311166,66967,B7ZNP0,Edem3
18518,NM_001311208,68527,Q14BU0,Ucma
18519,NM_001311209,11492,O35674,Adam19
18520,NM_001311209,11492,Q3UHT3,Adam19
18521,NM_001311788,433292,Q5H8A1,Nms
18522,NM_001311790,13032,P97821,Ctsc
18523,NM_001311790,13032,Q3UBY5,Ctsc
18524,NM_001311790,13032,Q3U7T5,Ctsc
18525,NM_001312644,70846,Q497K6,Ttc6
18526,NM_001312649,13036,P49935,Ctsh
18527,NM_001312867,22384,Q9WUK2,Eif4h
18528,NM_001312867,22384,Q3TG58,Eif4h
18529,NM_001312867,22384,Q564E5,Eif4h
18530,NM_001312868,21812,Q4FJL1,Tgfbr1
18531,NM_001312868,21812,Q9D5H8,Tgfbr1
18532,NM_001312868,21812,Q64729,Tgfbr1
18533,NM_001312869,21812,Q4FJL1,Tgfbr1
18534,NM_001312869,21812,Q9D5H8,Tgfbr1
18535,NM_001312869,21812,Q64729,Tgfbr1
18536,NM_001312875,13856,P07321,Epo
18537,NM_001312875,13856,B7ZMY9,Epo
18538,NM_001312875,13856,Q0VED9,Epo
18539,NM_001312876,238057,P43029,Gdf7
18540,NM_001312880,76238,Q91Z53,Grhpr
18541,NM_001312880,76238,Q3T9Z2,Grhpr
18542,NM_001312884,12959,Q9JJV0,Cryba4
18543,NM_001312884,12959,Q3V1A0,Cryba4
18544,NM_001312893,12960,Q9WVJ5,Crybb1
18545,NM_001312894,12960,Q9WVJ5,Crybb1
18546,NM_001312895,12960,Q9WVJ5,Crybb1
18547,NM_001312900,14415,P48318,Gad1
18548,NM_001312900,14415,Q548L6,Gad1
18549,NM_001312900,14415,D3Z1L8,Gad1
18550,NM_001312903,19207,O35595,Ptch2
18551,NM_001312905,140492,B4YDY0,Kcnn2
18552,NM_001312905,140492,P58390,Kcnn2
18553,NM_001312906,15378,P49698,Hnf4a
18554,NM_001312906,15378,Z4YKX0,Hnf4a
18555,NM_001312907,15378,P49698,Hnf4a
18556,NM_001312907,15378,Z4YKX0,Hnf4a
18557,NM_001312908,13048,P70298,Cux2
18558,NM_001312914,333050,,Ksr2
18559,NM_001312918,13849,Q9D379,Ephx1
18560,NM_001313683,16147,P97812,Ihh
18561,NM_001313688,20400,Q544F1,Sh2d1a
18562,NM_001313688,20400,O88890,Sh2d1a
18563,NM_001313689,20400,Q544F1,Sh2d1a
18564,NM_001313689,20400,O88890,Sh2d1a
18565,NM_001313693,21855,Q545H3,Timm17b
18566,NM_001313693,21855,Q9Z0V7,Timm17b
18567,NM_001313695,17219,Q542I2,Mcm6
18568,NM_001313695,17219,Q3ULG5,Mcm6
18569,NM_001313695,17219,P97311,Mcm6
18570,NM_001313696,22209,Q3UCS1,Ube2a
18571,NM_001313696,22209,Q3TQ27,Ube2a
18572,NM_001313696,22209,Q9Z255,Ube2a
18573,NM_001313698,27061,Q61335,Bcap31
18574,NM_001313701,18772,P97350,Pkp1
18575,NM_001313702,53332,Q9Z2C4,Mtmr1
18576,NM_001313702,53332,Q8CIU6,Mtmr1
18577,NM_001313702,53332,Q8CIU3,Mtmr1
18578,NM_001313702,53332,Q8CIU5,Mtmr1
18579,NM_001313703,53332,Q9Z2C4,Mtmr1
18580,NM_001313703,53332,Q8CIU6,Mtmr1
18581,NM_001313703,53332,Q8CIU3,Mtmr1
18582,NM_001313703,53332,Q8CIU5,Mtmr1
18583,NM_001313704,53332,Q9Z2C4,Mtmr1
18584,NM_001313704,53332,Q8CIU6,Mtmr1
18585,NM_001313704,53332,Q8CIU3,Mtmr1
18586,NM_001313704,53332,Q8CIU5,Mtmr1
18587,NM_001313705,19737,A0A0A6YWD0,Rgs5
18588,NM_001313705,19737,O08850,Rgs5
18589,NM_001313706,53332,Q9Z2C4,Mtmr1
18590,NM_001313706,53332,Q8CIU6,Mtmr1
18591,NM_001313706,53332,Q8CIU3,Mtmr1
18592,NM_001313706,53332,Q8CIU5,Mtmr1
18593,NM_001313707,53332,Q9Z2C4,Mtmr1
18594,NM_001313707,53332,Q8CIU6,Mtmr1
18595,NM_001313707,53332,Q8CIU3,Mtmr1
18596,NM_001313707,53332,Q8CIU5,Mtmr1
18597,NM_001313711,53381,O08807,Prdx4
18598,NM_001313712,20684,Q8C405,Sp100
18599,NM_001313712,20684,O35892,Sp100
18600,NM_001313712,20684,Q6NTA3,Sp100
18601,NM_001313713,20684,Q8C405,Sp100
18602,NM_001313713,20684,O35892,Sp100
18603,NM_001313713,20684,Q6NTA3,Sp100
18604,NM_001313714,20684,Q8C405,Sp100
18605,NM_001313714,20684,O35892,Sp100
18606,NM_001313714,20684,Q6NTA3,Sp100
18607,NM_001313716,56258,P70333,Hnrnph2
18608,NM_001313717,56258,P70333,Hnrnph2
18609,NM_001313718,56360,Q9R0X4,Acot9
18610,NM_001313719,57394,Q9ESG4,Tmem27
18611,NM_001313721,77951,Q8BKE6,Cyp20a1
18612,NM_001313722,66226,Q5J9A9,Trappc2
18613,NM_001313722,66226,A2AFP1,Trappc2
18614,NM_001313722,66226,Q9CQP2,Trappc2
18615,NM_001313723,22145,P68368,Tuba4a
18616,NM_001313724,22145,P68368,Tuba4a
18617,NM_001313725,66294,Q9D8T0,Fam3a
18618,NM_001313725,66294,A0A158SIT7,Fam3a
18619,NM_001313725,66294,I7HJS7,Fam3a
18620,NM_001313725,66294,I7HLV5,Fam3a
18621,NM_001313725,66294,J3JS95,Fam3a
18622,NM_001313725,66294,I7HPY1,Fam3a
18623,NM_001313728,26554,Q9JLV5,Cul3
18624,NM_001313731,54354,Q5EBH1,Rassf5
18625,NM_001313733,68117,Q78IK4,Apool
18626,NM_001313734,68117,Q78IK4,Apool
18627,NM_001313737,68854,Q9CQ31,Asb11
18628,NM_001313738,98376,Q8BRM2,Gorab
18629,NM_001313742,70315,Q8VH37,Hdac8
18630,NM_001313743,70392,Q9D738,Asb12
18631,NM_001313743,70392,Q3KNI9,Asb12
18632,NM_001313744,70415,A2AD85,Stk26
18633,NM_001313744,70415,Q99JT2,Stk26
18634,NM_001313745,72018,Q9DB70,Fundc1
18635,NM_001313745,72018,H3BJ77,Fundc1
18636,NM_001313745,72018,H3BJZ1,Fundc1
18637,NM_001313746,72018,Q9DB70,Fundc1
18638,NM_001313746,72018,H3BJ77,Fundc1
18639,NM_001313746,72018,H3BJZ1,Fundc1
18640,NM_001313747,226844,B2RXV4,Flvcr1
18641,NM_001313748,70771,Q6PI62,Gpr173
18642,NM_001313749,74131,Q8K352,Sash3
18643,NM_001313751,78283,A2AG50,Map7d2
18644,NM_001313751,78283,Q8C0A6,Map7d2
18645,NM_001313752,78283,A2AG50,Map7d2
18646,NM_001313752,78283,Q8C0A6,Map7d2
18647,NM_001313753,78283,A2AG50,Map7d2
18648,NM_001313753,78283,Q8C0A6,Map7d2
18649,NM_001313754,94190,Q99J31,Ophn1
18650,NM_001313755,94190,Q99J31,Ophn1
18651,NM_001313756,94190,Q99J31,Ophn1
18652,NM_001313757,11481,P27040,Acvr2b
18653,NM_001313758,110639,Q9CS42,Prps2
18654,NM_001313760,170744,P58682,Tlr8
18655,NM_001313762,214444,Q8K389,Cdk5rap2
18656,NM_001313763,170828,Q99NC0,Vgll1
18657,NM_001313764,208431,Q1W617,Shroom4
18658,NM_001313765,208431,Q1W617,Shroom4
18659,NM_001313767,83762,,Otof
18660,NM_001313878,665622,P10853,Hist1h2br
18661,NM_001313878,665622,Q8CBB6,Hist1h2br
18662,NM_001313880,665596,P10853,Hist1h2bq
18663,NM_001313880,665596,Q8CBB6,Hist1h2bq
18664,NM_001313888,16196,Q544C8,Il7
18665,NM_001313888,16196,P10168,Il7
18666,NM_001313888,16196,Q3UT18,Il7
18667,NM_001313889,16196,Q544C8,Il7
18668,NM_001313889,16196,P10168,Il7
18669,NM_001313889,16196,Q3UT18,Il7
18670,NM_001313890,16196,Q544C8,Il7
18671,NM_001313890,16196,P10168,Il7
18672,NM_001313890,16196,Q3UT18,Il7
18673,NM_001313894,15289,P63158,Hmgb1
18674,NM_001313894,15289,Q58EV5,Hmgb1
18675,NM_001313894,100862258,P63158,Hmgb1
18676,NM_001313894,100862258,Q58EV5,Hmgb1
18677,NM_001313897,16993,P24527,Lta4h
18678,NM_001313898,50706,Q62009,Postn
18679,NM_001313899,50706,Q62009,Postn
18680,NM_001313906,27374,S4R295,Prmt5
18681,NM_001313907,27374,S4R295,Prmt5
18682,NM_001313914,21825,Q80YQ1,Thbs1
18683,NM_001313916,12795,Q6P571,Plk3
18684,NM_001313918,13666,,Eif2ak3
18685,NM_001313919,15251,Q61221,Hif1a
18686,NM_001313920,15251,Q61221,Hif1a
18687,NM_001313921,18126,P29477,Nos2
18688,NM_001313922,18126,P29477,Nos2
18689,NM_001313923,11465,P63260,Actg1
18690,NM_001313923,11465,Q4KL81,Actg1
18691,NM_001313925,11890,P24721,Asgr2
18692,NM_001313926,11890,P24721,Asgr2
18693,NM_001313927,11890,P24721,Asgr2
18694,NM_001313928,12921,P35347,Crhr1
18695,NM_001313928,12921,Q3ZAT0,Crhr1
18696,NM_001313929,12921,P35347,Crhr1
18697,NM_001313929,12921,Q3ZAT0,Crhr1
18698,NM_001313933,12957,Q9QXC6,Cryba1
18699,NM_001313934,12313,P0DP26,Calm1
18700,NM_001313934,12313,P0DP27,Calm1
18701,NM_001313934,12313,P0DP28,Calm1
18702,NM_001313934,12313,Q3UKW2,Calm1
18703,NM_001313936,14784,Q60631,Grb2
18704,NM_001313936,14784,Q3U5I5,Grb2
18705,NM_001313937,14784,Q60631,Grb2
18706,NM_001313937,14784,Q3U5I5,Grb2
18707,NM_001313938,19123,P33587,Proc
18708,NM_001313939,15985,P15530,Cd79b
18709,NM_001313949,16663,P08730,Krt13
18710,NM_001313956,16664,Q61781,Krt14
18711,NM_001313957,16664,Q61781,Krt14
18712,NM_001313958,16666,Q3SYP5,Krt16
18713,NM_001313958,16666,Q9Z2K1,Krt16
18714,NM_001313961,11848,Q4VAE6,Rhoa
18715,NM_001313961,11848,Q9QUI0,Rhoa
18716,NM_001313962,11848,Q4VAE6,Rhoa
18717,NM_001313962,11848,Q9QUI0,Rhoa
18718,NM_001313963,16669,P19001,Krt19
18719,NM_001313963,16669,B1AQ78,Krt19
18720,NM_001313967,104776,Q9EQ20,Aldh6a1
18721,NM_001313968,17001,Q60860,Ltc4s
18722,NM_001313968,17001,Q8K355,Ltc4s
18723,NM_001313969,22353,,Vip
18724,NM_001313970,19049,Q60829,Ppp1r1b
18725,NM_001313971,77974,Q8BYK4,Rdh12
18726,NM_001313973,19084,Q9DBC7,Prkar1a
18727,NM_001313974,19084,Q9DBC7,Prkar1a
18728,NM_001313975,19084,Q9DBC7,Prkar1a
18729,NM_001313976,19084,Q9DBC7,Prkar1a
18730,NM_001313977,18755,P23298,Prkch
18731,NM_001313978,71693,,Colec11
18732,NM_001313979,20787,Q9WTN3,Srebf1
18733,NM_001313980,13684,P63073,Eif4e
18734,NM_001313980,13684,Q3TK95,Eif4e
18735,NM_001313981,21414,Q80UF1,Tcf7
18736,NM_001313983,21833,P63058,Thra
18737,NM_001313984,22187,Q78XY9,Ubb
18738,NM_001313984,22187,P0CG49,Ubb
18739,NM_001313985,22248,Q3V299,Unc119
18740,NM_001313985,22248,Q9Z2R6,Unc119
18741,NM_001313986,22248,Q3V299,Unc119
18742,NM_001313986,22248,Q9Z2R6,Unc119
18743,NM_001313987,22248,Q3V299,Unc119
18744,NM_001313987,22248,Q9Z2R6,Unc119
18745,NM_001313988,22248,Q3V299,Unc119
18746,NM_001313988,22248,Q9Z2R6,Unc119
18747,NM_001313997,20265,A2APX8,Scn1a
18748,NM_001314010,16000,Q4VJC0,Igf1
18749,NM_001314010,16000,P05017,Igf1
18750,NM_001314010,16000,Q8CAR0,Igf1
18751,NM_001314010,16000,Q4VJB9,Igf1
18752,NM_001314011,13433,P13864,Dnmt1
18753,NM_001314013,11793,Q99J83,Atg5
18754,NM_001314027,11622,Q3U5D9,Ahr
18755,NM_001314034,13405,P11531,Dmd
18756,NM_001314034,13405,A2A9Z1,Dmd
18757,NM_001314034,13405,A2A9Z2,Dmd
18758,NM_001314035,13405,P11531,Dmd
18759,NM_001314035,13405,A2A9Z1,Dmd
18760,NM_001314035,13405,A2A9Z2,Dmd
18761,NM_001314036,13405,P11531,Dmd
18762,NM_001314036,13405,A2A9Z1,Dmd
18763,NM_001314036,13405,A2A9Z2,Dmd
18764,NM_001314037,13405,P11531,Dmd
18765,NM_001314037,13405,A2A9Z1,Dmd
18766,NM_001314037,13405,A2A9Z2,Dmd
18767,NM_001314038,13405,P11531,Dmd
18768,NM_001314038,13405,A2A9Z1,Dmd
18769,NM_001314038,13405,A2A9Z2,Dmd
18770,NM_001314041,16402,P11688,Itga5
18771,NM_001314054,16193,A2RTD1,Il6
18772,NM_001314054,16193,P08505,Il6
18773,NM_001315488,16002,P09535,Igf2
18774,NM_001315489,16002,P09535,Igf2
18775,NM_001315499,17528,,Mpz
18776,NM_001315500,17528,,Mpz
18777,NM_001315503,11516,Q3UYH8,Adcyap1
18778,NM_001315503,11516,O70176,Adcyap1
18779,NM_001315504,11516,Q3UYH8,Adcyap1
18780,NM_001315504,11516,O70176,Adcyap1
18781,NM_001316310,12064,P21237,Bdnf
18782,NM_001316310,12064,Q541P3,Bdnf
18783,NM_001316322,16832,P16125,Ldhb
18784,NM_001316360,12159,P21275,Bmp4
18785,NM_001316360,12159,Q3ULR1,Bmp4
18786,NM_001316365,18612,P28322,Etv4
18787,NM_001316366,18612,P28322,Etv4
18788,NM_001316367,26398,Q543X6,Map2k4
18789,NM_001316367,26398,P47809,Map2k4
18790,NM_001316368,26398,Q543X6,Map2k4
18791,NM_001316368,26398,P47809,Map2k4
18792,NM_001316369,26398,Q543X6,Map2k4
18793,NM_001316369,26398,P47809,Map2k4
18794,NM_001316370,18451,Q60715,P4ha1
18795,NM_001316371,18451,Q60715,P4ha1
18796,NM_001316372,18559,,Pctp
18797,NM_001316664,72258,Q8BUW1,Kcnk10
18798,NM_001316665,72258,Q8BUW1,Kcnk10
18799,NM_001316666,72258,Q8BUW1,Kcnk10
18800,NM_001316667,230558,Q8K182,C8a
18801,NM_001316671,110382,Q8BH35,C8b
18802,NM_001316672,18751,P68404,Prkcb
18803,NM_001316673,20397,Q8R0X7,Sgpl1
18804,NM_001316674,20397,Q8R0X7,Sgpl1
18805,NM_001316675,17449,P14152,Mdh1
18806,NM_001316678,19267,P49446,Ptpre
18807,NM_001316679,19267,P49446,Ptpre
18808,NM_001316680,19267,P49446,Ptpre
18809,NM_001316681,19267,P49446,Ptpre
18810,NM_001316684,20401,P55194,Sh3bp1
18811,NM_001316685,20401,P55194,Sh3bp1
18812,NM_001316686,20401,P55194,Sh3bp1
18813,NM_001316687,26423,P33242,Nr5a1
18814,NM_001316688,26568,G3X8Y7,Slc27a3
18815,NM_001316689,26918,Q9Z2E3,Ern2
18816,NM_001316689,26918,Q3UTN5,Ern2
18817,NM_001316691,102626,Q3UMW7,Mapkapk3
18818,NM_001316694,70375,Q3TY65,Ica1l
18819,NM_001316695,70375,Q3TY65,Ica1l
18820,NM_001316696,70419,Q6NSU2,2810408A11Rik
18821,NM_001316696,70419,B1AR42,2810408A11Rik
18822,NM_001316697,70419,Q6NSU2,2810408A11Rik
18823,NM_001316697,70419,B1AR42,2810408A11Rik
18824,NM_001316698,70419,Q6NSU2,2810408A11Rik
18825,NM_001316698,70419,B1AR42,2810408A11Rik
18826,NM_001316699,70427,Q3U3N0,Mier2
18827,NM_001316699,70427,Q9CZI4,Mier2
18828,NM_001316710,26913,Q3UNH4,Gprin1
18829,NM_001316711,69721,Q8CEC5,Nkiras1
18830,NM_001316712,69721,Q8CEC5,Nkiras1
18831,NM_001316713,70497,Q3UIA2,Arhgap17
18832,NM_001316715,66911,Q8VHN8,Nudt16l1
18833,NM_001316716,70503,Q2UVA9,Ddo
18834,NM_001316716,70503,Q9D2B4,Ddo
18835,NM_001316716,70503,Q3TNE8,Ddo
18836,NM_001316716,70503,Q922Z0,Ddo
18837,NM_001316717,70503,Q2UVA9,Ddo
18838,NM_001316717,70503,Q9D2B4,Ddo
18839,NM_001316717,70503,Q3TNE8,Ddo
18840,NM_001316717,70503,Q922Z0,Ddo
18841,NM_001316718,70503,Q2UVA9,Ddo
18842,NM_001316718,70503,Q9D2B4,Ddo
18843,NM_001316718,70503,Q3TNE8,Ddo
18844,NM_001316718,70503,Q922Z0,Ddo
18845,NM_001316719,70503,Q2UVA9,Ddo
18846,NM_001316719,70503,Q9D2B4,Ddo
18847,NM_001316719,70503,Q3TNE8,Ddo
18848,NM_001316719,70503,Q922Z0,Ddo
18849,NM_001316721,67310,A0A0M6L0N6,Prl8a9
18850,NM_001316721,67310,Q9CQ58,Prl8a9
18851,NM_001316723,12561,P39038,Cdh4
18852,NM_001316723,12561,Q80ZV4,Cdh4
18853,NM_001316724,66174,Q9D142,Nudt14
18854,NM_001316728,70510,Q91XF4,Rnf167
18855,NM_001316729,70536,,Qpct
18856,NM_001316732,70564,Q9CYH2,Fam213a
18857,NM_001316732,70564,Q3U125,Fam213a
18858,NM_001316733,70564,Q9CYH2,Fam213a
18859,NM_001316733,70564,Q3U125,Fam213a
18860,NM_001316734,70564,Q9CYH2,Fam213a
18861,NM_001316734,70564,Q3U125,Fam213a
18862,NM_001316735,70564,Q9CYH2,Fam213a
18863,NM_001316735,70564,Q3U125,Fam213a
18864,NM_001316736,70564,Q9CYH2,Fam213a
18865,NM_001316736,70564,Q3U125,Fam213a
18866,NM_001316737,70564,Q9CYH2,Fam213a
18867,NM_001316737,70564,Q3U125,Fam213a
18868,NM_001316739,70564,Q9CYH2,Fam213a
18869,NM_001316739,70564,Q3U125,Fam213a
18870,NM_001316740,70564,Q9CYH2,Fam213a
18871,NM_001316740,70564,Q3U125,Fam213a
18872,NM_001316742,27398,B1B1D7,Mrpl2
18873,NM_001316742,27398,Q9D773,Mrpl2
18874,NM_001316743,241201,Q8BM92,Cdh7
18875,NM_001316743,241201,Q8BLT5,Cdh7
18876,NM_001316744,241201,Q8BM92,Cdh7
18877,NM_001316744,241201,Q8BLT5,Cdh7
18878,NM_001316746,70573,Q640P7,Tbccd1
18879,NM_001316747,70603,Q99P21,Mutyh
18880,NM_001316748,52588,Q8QZY6,Tspan14
18881,NM_001316749,70727,A6H650,Rasgef1a
18882,NM_001316750,70750,Q8CII3,Kdsr
